Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,bloomington,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,Library,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Replicate,Sample Name,source_name,SRA Study,Strain,time_of_harvesting,time_series_type,Tissue
SRR8522257,RNA-Seq,60,63963300,PRJNA518903,SAMN10862103,28216,28553121,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325282,GSM3588490,Illumina HiSeq 2500,BRB9_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588490,RAL-642_brain_T=16h0m,SRP183194,RAL-642,T=16h0m,Single observation,whole brain
SRR8522258,RNA-Seq,60,121392660,PRJNA518903,SAMN10862102,28218,53157087,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325283,GSM3588491,Illumina HiSeq 2500,BRB7_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588491,RAL-703_brain_T=16h19m,SRP183194,RAL-703,T=16h19m,Single observation,whole brain
SRR8522259,RNA-Seq,60,195842880,PRJNA518903,SAMN10862101,28220,86026132,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325284,GSM3588492,Illumina HiSeq 2500,BRB9_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588492,RAL-721_brain_T=16h38m,SRP183194,RAL-721,T=16h38m,Single observation,whole brain
SRR8522260,RNA-Seq,60,53862120,PRJNA518903,SAMN10862100,28222,23925395,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325285,GSM3588493,Illumina HiSeq 2500,BRB7_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588493,RAL-737_brain_T=16h48m,SRP183194,RAL-737,T=16h48m,Single observation,whole brain
SRR8522261,RNA-Seq,60,76474800,PRJNA518903,SAMN10862106,28223,33609323,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325286,GSM3588494,Illumina HiSeq 2500,BRB8_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588494,RAL-738_brain_T=16h57m,SRP183194,RAL-738,T=16h57m,Single observation,whole brain
SRR8522262,RNA-Seq,60,145275780,PRJNA518903,SAMN10862105,28224,63539998,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325287,GSM3588495,Illumina HiSeq 2500,BRB8_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588495,RAL-748_brain_T=17h7m,SRP183194,RAL-748,T=17h7m,Single observation,whole brain
SRR8522263,RNA-Seq,60,35729100,PRJNA518903,SAMN10862099,28229,15803435,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325288,GSM3588496,Illumina HiSeq 2500,BRB9_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588496,RAL-776_brain_T=17h16m,SRP183194,RAL-776,T=17h16m,Single observation,whole brain
SRR8522264,RNA-Seq,60,99591240,PRJNA518903,SAMN10862098,28231,43475880,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325289,GSM3588497,Illumina HiSeq 2500,BRB7_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588497,RAL-787_brain_T=17h36m,SRP183194,RAL-787,T=17h36m,Single observation,whole brain
SRR8522265,RNA-Seq,60,156840600,PRJNA518903,SAMN10862097,28233,68409010,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325290,GSM3588498,Illumina HiSeq 2500,BRB8_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588498,RAL-796_brain_T=17h55m,SRP183194,RAL-796,T=17h55m,Single observation,whole brain
SRR8522266,RNA-Seq,60,88973760,PRJNA518903,SAMN10862096,28235,39135055,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325291,GSM3588499,Illumina HiSeq 2500,BRB8_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588499,RAL-802_brain_T=18h4m,SRP183194,RAL-802,T=18h4m,Single observation,whole brain
SRR8522267,RNA-Seq,60,125985420,PRJNA518903,SAMN10862095,28239,54097706,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325292,GSM3588500,Illumina HiSeq 2500,BRB9_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588500,RAL-810_brain_T=18h43m,SRP183194,RAL-810,T=18h43m,Single observation,whole brain
SRR8522268,RNA-Seq,60,36177000,PRJNA518903,SAMN10862094,28241,15979520,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325293,GSM3588501,Illumina HiSeq 2500,BRB7_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588501,RAL-818_brain_T=18h52m,SRP183194,RAL-818,T=18h52m,Single observation,whole brain
SRR8522269,RNA-Seq,60,144659400,PRJNA518903,SAMN10862093,28243,62624316,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325294,GSM3588502,Illumina HiSeq 2500,BRB8_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588502,RAL-821_brain_T=19h12m,SRP183194,RAL-821,T=19h12m,Single observation,whole brain
SRR8522270,RNA-Seq,60,161580540,PRJNA518903,SAMN10862092,28245,71266184,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325295,GSM3588503,Illumina HiSeq 2500,BRB7_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588503,RAL-832_brain_T=19h31m,SRP183194,RAL-832,T=19h31m,Single observation,whole brain
SRR8522271,RNA-Seq,60,130906260,PRJNA518903,SAMN10862091,28246,57376123,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325296,GSM3588504,Illumina HiSeq 2500,BRB8_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588504,RAL-837_brain_T=19h40m,SRP183194,RAL-837,T=19h40m,Single observation,whole brain
SRR8522272,RNA-Seq,60,32109060,PRJNA518903,SAMN10862090,28250,14393327,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325297,GSM3588505,Illumina HiSeq 2500,BRB9_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588505,RAL-853_brain_T=20h0m,SRP183194,RAL-853,T=20h0m,Single observation,whole brain
SRR8522273,RNA-Seq,60,78503040,PRJNA518903,SAMN10862089,28251,34362668,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325370,GSM3588506,Illumina HiSeq 2500,BRB8_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588506,RAL-855_brain_T=20h9m,SRP183194,RAL-855,T=20h9m,Single observation,whole brain
SRR8522274,RNA-Seq,60,73224240,PRJNA518903,SAMN10862134,28252,31853093,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325371,GSM3588507,Illumina HiSeq 2500,BRB7_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588507,RAL-857_brain_T=20h19m,SRP183194,RAL-857,T=20h19m,Single observation,whole brain
SRR8522275,RNA-Seq,60,159651360,PRJNA518903,SAMN10862133,28254,69316545,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325372,GSM3588508,Illumina HiSeq 2500,BRB7_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588508,RAL-879_brain_T=20h38m,SRP183194,RAL-879,T=20h38m,Single observation,whole brain
SRR8522276,RNA-Seq,60,62834340,PRJNA518903,SAMN10862132,28256,28341392,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325373,GSM3588509,Illumina HiSeq 2500,BRB9_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588509,RAL-884_brain_T=20h57m,SRP183194,RAL-884,T=20h57m,Single observation,whole brain
SRR8522277,RNA-Seq,60,115611420,PRJNA518903,SAMN10862131,28257,50722196,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325374,GSM3588510,Illumina HiSeq 2500,BRB7_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588510,RAL-890_brain_T=21h7m,SRP183194,RAL-890,T=21h7m,Single observation,whole brain
SRR8522278,RNA-Seq,60,128783700,PRJNA518903,SAMN10862795,28258,56037815,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325375,GSM3588511,Illumina HiSeq 2500,BRB8_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588511,RAL-892_brain_T=21h16m,SRP183194,RAL-892,T=21h16m,Single observation,whole brain
SRR8522279,RNA-Seq,60,111725040,PRJNA518903,SAMN10862130,28260,48216345,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325376,GSM3588512,Illumina HiSeq 2500,BRB7_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588512,RAL-897_brain_T=21h26m,SRP183194,RAL-897,T=21h26m,Single observation,whole brain
SRR8522280,RNA-Seq,60,114273240,PRJNA518903,SAMN10862794,28261,49723248,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325377,GSM3588513,Illumina HiSeq 2500,BRB9_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588513,RAL-900_brain_T=21h36m,SRP183194,RAL-900,T=21h36m,Single observation,whole brain
SRR8522281,RNA-Seq,60,161149380,PRJNA518903,SAMN10862129,28262,70138787,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325378,GSM3588514,Illumina HiSeq 2500,BRB8_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588514,RAL-907_brain_T=21h45m,SRP183194,RAL-907,T=21h45m,Single observation,whole brain
SRR8522282,RNA-Seq,60,106139280,PRJNA518903,SAMN10862793,28263,47146479,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325379,GSM3588515,Illumina HiSeq 2500,BRB8_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588515,RAL-908_brain_T=21h55m,SRP183194,RAL-908,T=21h55m,Single observation,whole brain
SRR8522283,RNA-Seq,60,107714700,PRJNA518903,SAMN10862128,28265,47022823,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325380,GSM3588516,Illumina HiSeq 2500,BRB7_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588516,RAL-913_brain_T=22h14m,SRP183194,RAL-913,T=22h14m,Single observation,whole brain
SRR8522284,RNA-Seq,60,55159020,PRJNA518903,SAMN10862792,28274,24600001,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325381,GSM3588517,Illumina HiSeq 2500,BRB9_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588517,RAL-085_brain_T=22h24m,SRP183194,RAL-085,T=22h24m,Single observation,whole brain
SRR8522285,RNA-Seq,60,26732280,PRJNA518903,SAMN10862127,28275,11997596,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325382,GSM3588518,Illumina HiSeq 2500,BRB8_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588518,RAL-235_brain_T=22h33m,SRP183194,RAL-235,T=22h33m,Single observation,whole brain
SRR8522286,RNA-Seq,60,115154700,PRJNA518903,SAMN10862791,28278,51096546,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325383,GSM3588519,Illumina HiSeq 2500,BRB8_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588519,RAL-409_brain_T=22h43m,SRP183194,RAL-409,T=22h43m,Single observation,whole brain
SRR8522287,RNA-Seq,60,163532220,PRJNA518903,SAMN10862126,29651,71924569,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325384,GSM3588520,Illumina HiSeq 2500,BRB8_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588520,RAL-040_brain_T=22h52m,SRP183194,RAL-040,T=22h52m,Single observation,whole brain
SRR8522288,RNA-Seq,60,133451160,PRJNA518903,SAMN10862125,29653,57839460,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325385,GSM3588521,Illumina HiSeq 2500,BRB7_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588521,RAL-229_brain_T=23h12m,SRP183194,RAL-229,T=23h12m,Single observation,whole brain
SRR8522289,RNA-Seq,60,132288120,PRJNA518903,SAMN10862124,29654,57843738,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325386,GSM3588522,Illumina HiSeq 2500,BRB9_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588522,RAL-320_brain_T=23h21m,SRP183194,RAL-320,T=23h21m,Single observation,whole brain
SRR8522290,RNA-Seq,60,123940980,PRJNA518903,SAMN10862123,29656,54225534,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325387,GSM3588523,Illumina HiSeq 2500,BRB9_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588523,RAL-405_brain_T=23h31m,SRP183194,RAL-405,T=23h31m,Single observation,whole brain
SRR8522291,RNA-Seq,60,51965760,PRJNA518903,SAMN10862122,29659,22669066,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325388,GSM3588524,Illumina HiSeq 2500,BRB7_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588524,RAL-513_brain_T=23h50m,SRP183194,RAL-513,T=23h50m,Single observation,whole brain
SRR8522292,RNA-Seq,60,37005000,PRJNA518903,SAMN10862121,25174,16552389,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325389,GSM3588525,Illumina HiSeq 2500,BRB2_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588525,RAL-208_fatBody_T=0h0m,SRP183194,RAL-208,T=0h0m,Single observation,whole fat body
SRR8522293,RNA-Seq,60,156750900,PRJNA518903,SAMN10862120,29660,67944139,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325390,GSM3588526,Illumina HiSeq 2500,BRB3_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588526,RAL-530_fatBody_T=0h0m,SRP183194,RAL-530,T=0h0m,Single observation,whole fat body
SRR8522294,RNA-Seq,60,118386780,PRJNA518903,SAMN10862119,25175,52432613,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325391,GSM3588527,Illumina HiSeq 2500,BRB3_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588527,RAL-301_fatBody_T=0h9m,SRP183194,RAL-301,T=0h9m,Single observation,whole fat body
SRR8522295,RNA-Seq,60,66264540,PRJNA518903,SAMN10862118,25176,29169681,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325392,GSM3588528,Illumina HiSeq 2500,BRB3_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588528,RAL-303_fatBody_T=0h19m,SRP183194,RAL-303,T=0h19m,Single observation,whole fat body
SRR8522296,RNA-Seq,60,39796020,PRJNA518903,SAMN10862117,25177,17772455,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325393,GSM3588529,Illumina HiSeq 2500,BRB2_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588529,RAL-304_fatBody_T=0h28m,SRP183194,RAL-304,T=0h28m,Single observation,whole fat body
SRR8522297,RNA-Seq,60,60551460,PRJNA518903,SAMN10862116,25179,27083390,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325466,GSM3588530,Illumina HiSeq 2500,BRB3_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588530,RAL-307_fatBody_T=0h38m,SRP183194,RAL-307,T=0h38m,Single observation,whole fat body
SRR8522298,RNA-Seq,60,103759860,PRJNA518903,SAMN10862115,25181,45486463,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325467,GSM3588531,Illumina HiSeq 2500,BRB1_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588531,RAL-315_fatBody_T=0h57m,SRP183194,RAL-315,T=0h57m,Single observation,whole fat body
SRR8522299,RNA-Seq,60,120536280,PRJNA518903,SAMN10862114,25182,52651677,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325468,GSM3588532,Illumina HiSeq 2500,BRB3_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588532,RAL-324_fatBody_T=1h7m,SRP183194,RAL-324,T=1h7m,Single observation,whole fat body
SRR8522300,RNA-Seq,60,85411860,PRJNA518903,SAMN10862113,25183,38258177,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325469,GSM3588533,Illumina HiSeq 2500,BRB3_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588533,RAL-335_fatBody_T=1h16m,SRP183194,RAL-335,T=1h16m,Single observation,whole fat body
SRR8522301,RNA-Seq,60,123524640,PRJNA518903,SAMN10862112,25184,54760121,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325470,GSM3588534,Illumina HiSeq 2500,BRB1_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588534,RAL-357_fatBody_T=1h26m,SRP183194,RAL-357,T=1h26m,Single observation,whole fat body
SRR8522302,RNA-Seq,60,130848120,PRJNA518903,SAMN10862155,25186,56469187,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325471,GSM3588535,Illumina HiSeq 2500,BRB1_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588535,RAL-360_fatBody_T=1h45m,SRP183194,RAL-360,T=1h45m,Single observation,whole fat body
SRR8522303,RNA-Seq,60,115277520,PRJNA518903,SAMN10862154,25187,51428939,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325472,GSM3588536,Illumina HiSeq 2500,BRB1_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588536,RAL-362_fatBody_T=1h55m,SRP183194,RAL-362,T=1h55m,Single observation,whole fat body
SRR8522304,RNA-Seq,60,47959680,PRJNA518903,SAMN10862153,25188,21339043,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325473,GSM3588537,Illumina HiSeq 2500,BRB3_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588537,RAL-375_fatBody_T=2h4m,SRP183194,RAL-375,T=2h4m,Single observation,whole fat body
SRR8522305,RNA-Seq,60,153618840,PRJNA518903,SAMN10862152,25189,67177197,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325474,GSM3588538,Illumina HiSeq 2500,BRB1_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588538,RAL-379_fatBody_T=2h14m,SRP183194,RAL-379,T=2h14m,Single observation,whole fat body
SRR8522306,RNA-Seq,60,37951860,PRJNA518903,SAMN10862159,25190,16818259,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325475,GSM3588539,Illumina HiSeq 2500,BRB2_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588539,RAL-380_fatBody_T=2h24m,SRP183194,RAL-380,T=2h24m,Single observation,whole fat body
SRR8522307,RNA-Seq,60,59544480,PRJNA518903,SAMN10862158,25192,26614923,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325476,GSM3588540,Illumina HiSeq 2500,BRB1_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588540,RAL-399_fatBody_T=2h43m,SRP183194,RAL-399,T=2h43m,Single observation,whole fat body
SRR8522308,RNA-Seq,60,91096200,PRJNA518903,SAMN10862157,25193,39647529,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325477,GSM3588541,Illumina HiSeq 2500,BRB2_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588541,RAL-427_fatBody_T=2h52m,SRP183194,RAL-427,T=2h52m,Single observation,whole fat body
SRR8522309,RNA-Seq,60,70694280,PRJNA518903,SAMN10862156,25195,30805691,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325478,GSM3588542,Illumina HiSeq 2500,BRB3_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588542,RAL-486_fatBody_T=3h12m,SRP183194,RAL-486,T=3h12m,Single observation,whole fat body
SRR8522310,RNA-Seq,60,132912780,PRJNA518903,SAMN10862191,25198,57861395,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325479,GSM3588543,Illumina HiSeq 2500,BRB3_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588543,RAL-555_fatBody_T=3h21m,SRP183194,RAL-555,T=3h21m,Single observation,whole fat body
SRR8522311,RNA-Seq,60,126100860,PRJNA518903,SAMN10862190,25200,55005989,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325480,GSM3588544,Illumina HiSeq 2500,BRB1_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588544,RAL-707_fatBody_T=3h31m,SRP183194,RAL-707,T=3h31m,Single observation,whole fat body
SRR8522312,RNA-Seq,60,155443080,PRJNA518903,SAMN10862189,25201,68791409,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325481,GSM3588545,Illumina HiSeq 2500,BRB1_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588545,RAL-712_fatBody_T=3h40m,SRP183194,RAL-712,T=3h40m,Single observation,whole fat body
SRR8522313,RNA-Seq,60,141209940,PRJNA518903,SAMN10862188,25203,61732534,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325482,GSM3588546,Illumina HiSeq 2500,BRB1_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588546,RAL-732_fatBody_T=4h0m,SRP183194,RAL-732,T=4h0m,Single observation,whole fat body
SRR8522314,RNA-Seq,60,180717240,PRJNA518903,SAMN10862187,25204,78476890,GEO,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5325483,GSM3588547,Illumina HiSeq 2500,BRB1_A,SINGLE,cDNA,TRANSCRIPTOMIC,Drosophila melanogaster,ILLUMINA,2020-12-23T00:00:00Z,1,GSM3588547,RAL-765_fatBody_T=4h9m,SRP183194,RAL-765,T=4h9m,Single observation,whole fat body
